,Skill Moves,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
16609,3.0,1,72.0,165,31.0,60.0,58.0,48.0,45.0,52.0,38.0,38.0,31.0,52.0,62.0,65.0,75.0,57.0,65.0,52.0,63.0,50.0,55.0,55.0,27.0,13.0,58.0,50.0,68.0,45.0,16.0,15.0,13.0
16610,2.0,1,71.0,185,28.0,68.0,60.0,45.0,43.0,50.0,38.0,34.0,33.0,52.0,50.0,58.0,62.0,49.0,68.0,54.0,67.0,54.0,63.0,60.0,42.0,14.0,53.0,49.0,63.0,45.0,28.0,19.0,15.0
16611,2.0,8,72.0,165,20.0,15.0,48.0,44.0,26.0,20.0,22.0,23.0,45.0,41.0,56.0,54.0,38.0,54.0,59.0,38.0,75.0,63.0,67.0,21.0,45.0,52.0,29.0,30.0,34.0,47.0,51.0,55.0,54.0
16612,2.0,8,71.0,141,20.0,18.0,60.0,40.0,20.0,29.0,23.0,27.0,26.0,40.0,58.0,54.0,47.0,54.0,72.0,33.0,65.0,60.0,68.0,16.0,63.0,50.0,28.0,27.0,33.0,46.0,55.0,59.0,54.0
16613,2.0,5,69.0,143,41.0,40.0,49.0,62.0,40.0,58.0,45.0,38.0,58.0,60.0,62.0,64.0,68.0,56.0,70.0,58.0,60.0,63.0,60.0,39.0,61.0,42.0,54.0,54.0,40.0,49.0,38.0,49.0,46.0
16614,1.0,4,70.0,148,14.0,7.0,11.0,18.0,5.0,12.0,11.0,10.0,28.0,16.0,33.0,34.0,37.0,30.0,51.0,15.0,62.0,22.0,34.0,9.0,25.0,13.0,4.0,22.0,12.0,39.0,7.0,11.0,10.0
16615,2.0,8,75.0,187,49.0,28.0,57.0,51.0,30.0,54.0,33.0,29.0,50.0,52.0,44.0,52.0,43.0,42.0,35.0,50.0,67.0,55.0,67.0,33.0,71.0,47.0,40.0,37.0,32.0,47.0,55.0,54.0,54.0
16616,1.0,4,74.0,163,7.0,9.0,20.0,21.0,8.0,10.0,31.0,8.0,47.0,20.0,39.0,41.0,34.0,52.0,33.0,30.0,66.0,26.0,63.0,5.0,24.0,11.0,6.0,45.0,8.0,44.0,8.0,9.0,14.0
16617,3.0,3,72.0,161,48.0,52.0,38.0,46.0,41.0,66.0,41.0,33.0,40.0,62.0,74.0,78.0,68.0,48.0,63.0,64.0,45.0,52.0,54.0,53.0,36.0,20.0,44.0,53.0,50.0,49.0,26.0,34.0,32.0
16618,2.0,8,72.0,157,31.0,25.0,53.0,57.0,28.0,28.0,35.0,30.0,36.0,53.0,58.0,56.0,52.0,48.0,62.0,45.0,68.0,60.0,51.0,23.0,47.0,53.0,24.0,33.0,44.0,50.0,55.0,64.0,60.0
16619,1.0,4,74.0,168,14.0,12.0,17.0,30.0,12.0,15.0,22.0,19.0,32.0,24.0,61.0,60.0,55.0,52.0,55.0,29.0,63.0,28.0,56.0,18.0,26.0,25.0,17.0,19.0,33.0,40.0,16.0,13.0,16.0
16620,2.0,11,71.0,165,42.0,30.0,41.0,55.0,30.0,40.0,35.0,30.0,57.0,44.0,67.0,64.0,61.0,61.0,63.0,49.0,60.0,75.0,69.0,32.0,55.0,52.0,51.0,53.0,36.0,38.0,52.0,49.0,56.0
16621,2.0,16,68.0,143,50.0,47.0,41.0,52.0,48.0,56.0,47.0,35.0,45.0,54.0,78.0,77.0,72.0,40.0,76.0,50.0,65.0,71.0,42.0,41.0,35.0,25.0,50.0,47.0,52.0,47.0,22.0,28.0,27.0
16622,2.0,19,72.0,170,43.0,26.0,53.0,50.0,28.0,40.0,35.0,28.0,32.0,42.0,66.0,65.0,57.0,48.0,55.0,34.0,65.0,60.0,69.0,31.0,54.0,59.0,27.0,40.0,29.0,37.0,57.0,58.0,59.0
16623,2.0,5,71.0,141,40.0,49.0,42.0,57.0,40.0,53.0,50.0,30.0,48.0,57.0,78.0,70.0,65.0,56.0,68.0,48.0,55.0,75.0,61.0,49.0,60.0,52.0,50.0,52.0,24.0,50.0,52.0,54.0,52.0
16624,1.0,4,76.0,176,10.0,9.0,11.0,27.0,8.0,7.0,11.0,14.0,28.0,11.0,31.0,29.0,27.0,40.0,22.0,18.0,35.0,25.0,61.0,8.0,19.0,6.0,7.0,36.0,11.0,41.0,7.0,12.0,14.0
16625,2.0,19,70.0,165,42.0,27.0,59.0,50.0,29.0,38.0,35.0,26.0,47.0,54.0,69.0,67.0,67.0,57.0,61.0,35.0,73.0,55.0,70.0,26.0,55.0,53.0,41.0,46.0,24.0,54.0,48.0,60.0,57.0
16626,2.0,19,72.0,168,56.0,48.0,51.0,46.0,52.0,57.0,48.0,37.0,33.0,53.0,84.0,84.0,72.0,62.0,66.0,54.0,63.0,66.0,61.0,43.0,47.0,47.0,53.0,51.0,52.0,51.0,55.0,40.0,54.0
16627,2.0,5,70.0,139,33.0,57.0,52.0,62.0,41.0,57.0,47.0,38.0,52.0,60.0,69.0,68.0,66.0,50.0,55.0,42.0,61.0,55.0,39.0,50.0,30.0,50.0,60.0,59.0,57.0,48.0,45.0,12.0,10.0
16628,2.0,5,69.0,157,47.0,40.0,47.0,67.0,29.0,51.0,39.0,32.0,59.0,53.0,68.0,65.0,63.0,57.0,74.0,45.0,62.0,70.0,68.0,30.0,56.0,51.0,28.0,59.0,42.0,54.0,51.0,52.0,55.0
16629,1.0,4,73.0,176,11.0,6.0,13.0,19.0,9.0,12.0,10.0,10.0,18.0,14.0,30.0,19.0,25.0,48.0,44.0,17.0,64.0,20.0,45.0,5.0,25.0,11.0,4.0,30.0,15.0,39.0,11.0,14.0,12.0
16630,1.0,4,75.0,165,12.0,6.0,12.0,19.0,7.0,6.0,13.0,10.0,27.0,10.0,17.0,17.0,33.0,41.0,43.0,25.0,59.0,27.0,49.0,5.0,28.0,14.0,6.0,36.0,15.0,37.0,14.0,12.0,13.0
16631,2.0,1,72.0,185,31.0,56.0,54.0,47.0,43.0,53.0,34.0,22.0,45.0,55.0,66.0,72.0,73.0,47.0,59.0,48.0,62.0,55.0,67.0,46.0,49.0,26.0,55.0,39.0,52.0,50.0,21.0,18.0,15.0
16632,3.0,1,73.0,174,49.0,62.0,47.0,55.0,47.0,53.0,56.0,42.0,47.0,58.0,68.0,64.0,57.0,60.0,58.0,60.0,64.0,54.0,75.0,52.0,26.0,11.0,44.0,55.0,60.0,49.0,29.0,15.0,16.0
16633,2.0,1,72.0,165,46.0,55.0,41.0,63.0,41.0,53.0,49.0,45.0,57.0,59.0,70.0,71.0,60.0,49.0,73.0,53.0,60.0,66.0,67.0,46.0,44.0,24.0,56.0,60.0,52.0,55.0,40.0,42.0,48.0
16634,2.0,11,73.0,174,56.0,31.0,41.0,58.0,30.0,52.0,65.0,62.0,45.0,48.0,56.0,72.0,80.0,54.0,57.0,50.0,54.0,48.0,76.0,33.0,56.0,57.0,53.0,52.0,40.0,45.0,60.0,60.0,56.0
16635,2.0,19,70.0,168,48.0,21.0,62.0,39.0,28.0,49.0,27.0,24.0,35.0,53.0,63.0,59.0,61.0,56.0,51.0,35.0,74.0,61.0,73.0,17.0,68.0,45.0,48.0,38.0,39.0,45.0,55.0,65.0,58.0
16636,2.0,19,69.0,148,50.0,26.0,42.0,44.0,30.0,56.0,29.0,28.0,32.0,45.0,78.0,71.0,82.0,53.0,74.0,31.0,59.0,55.0,51.0,30.0,50.0,52.0,43.0,33.0,37.0,34.0,44.0,60.0,59.0
16637,2.0,16,70.0,159,55.0,43.0,36.0,41.0,44.0,58.0,35.0,35.0,42.0,53.0,76.0,73.0,64.0,54.0,74.0,48.0,41.0,71.0,56.0,36.0,31.0,50.0,53.0,53.0,52.0,49.0,39.0,46.0,43.0
16638,2.0,5,72.0,163,44.0,35.0,54.0,70.0,32.0,50.0,43.0,41.0,59.0,60.0,49.0,54.0,58.0,60.0,59.0,51.0,59.0,34.0,59.0,37.0,60.0,53.0,28.0,58.0,53.0,49.0,56.0,58.0,62.0
16639,2.0,8,79.0,183,37.0,24.0,53.0,36.0,30.0,25.0,36.0,30.0,34.0,34.0,28.0,31.0,33.0,47.0,29.0,42.0,33.0,51.0,76.0,21.0,52.0,54.0,31.0,31.0,47.0,43.0,59.0,60.0,57.0
16640,2.0,12,66.0,141,49.0,46.0,28.0,56.0,33.0,61.0,39.0,50.0,48.0,57.0,69.0,71.0,66.0,49.0,64.0,62.0,60.0,52.0,45.0,38.0,50.0,38.0,53.0,53.0,48.0,48.0,37.0,24.0,21.0
16641,2.0,3,68.0,150,51.0,45.0,37.0,46.0,53.0,63.0,39.0,33.0,36.0,56.0,70.0,76.0,61.0,45.0,38.0,36.0,64.0,52.0,49.0,43.0,55.0,21.0,63.0,52.0,34.0,50.0,35.0,22.0,21.0
16642,1.0,4,75.0,176,12.0,6.0,11.0,29.0,5.0,7.0,13.0,13.0,24.0,12.0,15.0,17.0,23.0,51.0,22.0,21.0,31.0,26.0,57.0,9.0,26.0,8.0,7.0,24.0,16.0,37.0,11.0,10.0,13.0
16643,2.0,16,67.0,137,50.0,38.0,47.0,55.0,43.0,55.0,33.0,44.0,51.0,53.0,72.0,70.0,77.0,48.0,80.0,71.0,87.0,70.0,58.0,37.0,56.0,48.0,54.0,57.0,53.0,54.0,45.0,54.0,49.0
16644,2.0,8,75.0,187,27.0,19.0,60.0,53.0,27.0,29.0,21.0,29.0,41.0,31.0,62.0,57.0,39.0,44.0,35.0,38.0,66.0,55.0,77.0,16.0,59.0,46.0,29.0,25.0,33.0,40.0,50.0,58.0,56.0
16645,1.0,4,75.0,194,18.0,11.0,16.0,25.0,7.0,9.0,14.0,12.0,14.0,23.0,20.0,30.0,31.0,51.0,25.0,23.0,39.0,23.0,68.0,8.0,26.0,18.0,10.0,25.0,17.0,47.0,21.0,15.0,14.0
16646,2.0,5,69.0,154,49.0,31.0,53.0,60.0,32.0,49.0,42.0,38.0,56.0,60.0,69.0,64.0,68.0,53.0,72.0,51.0,57.0,75.0,61.0,50.0,60.0,49.0,50.0,48.0,40.0,59.0,52.0,56.0,55.0
16647,2.0,11,73.0,163,46.0,37.0,59.0,61.0,37.0,57.0,45.0,41.0,61.0,55.0,59.0,55.0,55.0,52.0,68.0,57.0,60.0,41.0,55.0,38.0,58.0,47.0,43.0,44.0,52.0,42.0,50.0,60.0,65.0
16648,2.0,1,67.0,154,40.0,59.0,41.0,49.0,49.0,57.0,47.0,57.0,42.0,55.0,74.0,71.0,59.0,55.0,76.0,55.0,55.0,54.0,45.0,55.0,39.0,13.0,52.0,50.0,59.0,46.0,12.0,19.0,14.0
16649,2.0,19,70.0,163,47.0,25.0,45.0,34.0,32.0,60.0,35.0,31.0,25.0,41.0,69.0,61.0,59.0,58.0,69.0,27.0,59.0,63.0,62.0,31.0,59.0,55.0,54.0,35.0,41.0,42.0,50.0,61.0,63.0
16650,2.0,5,70.0,148,46.0,39.0,47.0,67.0,44.0,56.0,52.0,43.0,64.0,57.0,68.0,63.0,67.0,55.0,66.0,56.0,54.0,60.0,43.0,37.0,51.0,29.0,47.0,52.0,53.0,58.0,29.0,48.0,44.0
16651,2.0,5,70.0,148,53.0,43.0,60.0,62.0,43.0,54.0,44.0,42.0,59.0,55.0,60.0,66.0,50.0,48.0,68.0,56.0,64.0,61.0,48.0,58.0,55.0,37.0,52.0,48.0,51.0,40.0,32.0,62.0,61.0
16652,2.0,19,70.0,161,55.0,31.0,51.0,52.0,21.0,48.0,24.0,25.0,50.0,45.0,73.0,70.0,69.0,50.0,72.0,23.0,67.0,71.0,65.0,22.0,51.0,47.0,45.0,39.0,30.0,48.0,51.0,55.0,52.0
16653,1.0,4,74.0,183,15.0,13.0,12.0,24.0,12.0,14.0,20.0,15.0,30.0,18.0,41.0,44.0,32.0,49.0,41.0,16.0,61.0,24.0,59.0,13.0,31.0,19.0,7.0,30.0,21.0,39.0,12.0,13.0,18.0
16654,2.0,3,68.0,176,47.0,55.0,34.0,47.0,49.0,61.0,47.0,42.0,43.0,53.0,81.0,80.0,79.0,47.0,83.0,58.0,38.0,48.0,45.0,41.0,33.0,23.0,54.0,43.0,61.0,47.0,26.0,24.0,23.0
16655,1.0,4,75.0,176,10.0,10.0,10.0,28.0,13.0,12.0,13.0,11.0,16.0,11.0,15.0,21.0,29.0,38.0,27.0,23.0,34.0,23.0,59.0,14.0,27.0,10.0,10.0,49.0,12.0,36.0,15.0,10.0,11.0
16656,1.0,4,72.0,170,22.0,20.0,12.0,45.0,10.0,8.0,21.0,22.0,44.0,19.0,31.0,41.0,33.0,55.0,48.0,40.0,58.0,34.0,40.0,20.0,31.0,21.0,6.0,44.0,31.0,49.0,10.0,18.0,21.0
16657,2.0,16,70.0,154,46.0,48.0,33.0,51.0,46.0,59.0,47.0,44.0,44.0,62.0,80.0,80.0,67.0,43.0,71.0,51.0,59.0,58.0,44.0,39.0,35.0,30.0,42.0,50.0,53.0,48.0,49.0,30.0,39.0
16658,2.0,8,72.0,174,20.0,20.0,54.0,38.0,12.0,27.0,17.0,21.0,34.0,29.0,60.0,58.0,47.0,51.0,57.0,39.0,72.0,58.0,67.0,17.0,49.0,52.0,11.0,21.0,19.0,38.0,52.0,60.0,64.0
16659,1.0,4,74.0,170,10.0,7.0,13.0,24.0,7.0,11.0,15.0,12.0,18.0,12.0,27.0,26.0,29.0,52.0,35.0,17.0,49.0,23.0,59.0,9.0,21.0,8.0,5.0,24.0,11.0,32.0,5.0,12.0,13.0
16660,2.0,5,70.0,152,39.0,29.0,55.0,62.0,37.0,49.0,32.0,38.0,57.0,60.0,74.0,62.0,69.0,55.0,69.0,49.0,66.0,64.0,65.0,35.0,50.0,53.0,52.0,49.0,37.0,42.0,42.0,59.0,48.0
16661,1.0,4,74.0,187,15.0,7.0,11.0,21.0,6.0,8.0,13.0,12.0,18.0,13.0,17.0,26.0,34.0,49.0,25.0,25.0,36.0,21.0,60.0,9.0,22.0,13.0,8.0,35.0,18.0,35.0,8.0,12.0,15.0
16662,2.0,8,72.0,168,20.0,16.0,51.0,32.0,25.0,33.0,21.0,15.0,27.0,39.0,63.0,55.0,63.0,46.0,63.0,29.0,81.0,59.0,70.0,22.0,66.0,54.0,26.0,31.0,39.0,48.0,53.0,58.0,53.0
16663,2.0,11,74.0,163,41.0,31.0,62.0,60.0,32.0,55.0,35.0,38.0,58.0,57.0,62.0,59.0,57.0,51.0,50.0,50.0,51.0,60.0,51.0,31.0,55.0,53.0,35.0,57.0,43.0,50.0,53.0,53.0,54.0
16664,2.0,1,70.0,172,33.0,62.0,75.0,42.0,51.0,48.0,31.0,27.0,26.0,58.0,51.0,54.0,49.0,48.0,62.0,56.0,65.0,54.0,65.0,51.0,58.0,21.0,42.0,55.0,67.0,51.0,41.0,25.0,21.0
16665,2.0,8,76.0,154,25.0,22.0,67.0,28.0,31.0,30.0,25.0,23.0,31.0,31.0,63.0,63.0,42.0,46.0,62.0,41.0,76.0,65.0,79.0,26.0,49.0,50.0,28.0,26.0,34.0,42.0,50.0,57.0,52.0
16666,3.0,16,71.0,161,35.0,66.0,57.0,48.0,52.0,62.0,30.0,28.0,39.0,56.0,71.0,71.0,68.0,51.0,70.0,57.0,61.0,62.0,60.0,47.0,41.0,15.0,56.0,48.0,58.0,46.0,14.0,10.0,14.0
16667,1.0,4,73.0,154,12.0,6.0,13.0,29.0,5.0,9.0,14.0,14.0,26.0,14.0,32.0,23.0,26.0,49.0,48.0,17.0,64.0,20.0,51.0,6.0,26.0,13.0,4.0,22.0,12.0,31.0,9.0,10.0,12.0
16668,2.0,5,72.0,150,50.0,35.0,31.0,62.0,35.0,57.0,56.0,42.0,57.0,60.0,69.0,63.0,73.0,54.0,66.0,43.0,56.0,61.0,45.0,45.0,57.0,38.0,44.0,60.0,35.0,56.0,44.0,40.0,36.0
16669,2.0,11,70.0,154,34.0,29.0,47.0,57.0,26.0,54.0,31.0,33.0,54.0,54.0,61.0,55.0,52.0,55.0,50.0,44.0,68.0,50.0,60.0,25.0,56.0,56.0,32.0,49.0,35.0,36.0,49.0,57.0,54.0
16670,4.0,16,70.0,165,53.0,41.0,27.0,45.0,42.0,70.0,43.0,41.0,32.0,65.0,78.0,74.0,78.0,39.0,83.0,59.0,41.0,41.0,37.0,38.0,28.0,22.0,42.0,47.0,52.0,63.0,23.0,21.0,19.0
16671,1.0,4,73.0,163,16.0,14.0,18.0,24.0,17.0,16.0,13.0,14.0,22.0,19.0,33.0,34.0,32.0,49.0,41.0,18.0,42.0,32.0,41.0,19.0,28.0,23.0,15.0,20.0,31.0,36.0,18.0,14.0,18.0
16672,2.0,1,75.0,176,27.0,58.0,57.0,40.0,48.0,54.0,25.0,32.0,34.0,50.0,58.0,57.0,49.0,53.0,44.0,53.0,61.0,43.0,77.0,51.0,61.0,21.0,52.0,40.0,57.0,54.0,19.0,25.0,20.0
16673,1.0,4,74.0,183,12.0,8.0,13.0,15.0,6.0,11.0,14.0,10.0,24.0,11.0,27.0,33.0,30.0,38.0,34.0,24.0,40.0,26.0,60.0,8.0,18.0,10.0,5.0,35.0,16.0,47.0,6.0,12.0,10.0
16674,2.0,8,70.0,128,31.0,23.0,58.0,40.0,32.0,31.0,30.0,27.0,28.0,41.0,57.0,60.0,45.0,46.0,79.0,40.0,68.0,61.0,33.0,23.0,48.0,55.0,25.0,32.0,40.0,44.0,58.0,65.0,68.0
16675,2.0,5,73.0,161,53.0,46.0,30.0,60.0,41.0,59.0,51.0,49.0,59.0,58.0,60.0,53.0,71.0,44.0,66.0,61.0,73.0,55.0,63.0,62.0,54.0,41.0,59.0,52.0,49.0,57.0,49.0,43.0,44.0
16676,1.0,4,72.0,176,20.0,13.0,12.0,23.0,13.0,16.0,17.0,17.0,23.0,22.0,45.0,48.0,34.0,57.0,55.0,26.0,56.0,41.0,62.0,17.0,18.0,21.0,17.0,22.0,30.0,47.0,11.0,13.0,13.0
16677,2.0,8,71.0,192,29.0,23.0,54.0,36.0,22.0,20.0,22.0,28.0,29.0,26.0,46.0,51.0,40.0,46.0,65.0,30.0,71.0,49.0,69.0,16.0,47.0,54.0,25.0,28.0,33.0,42.0,62.0,59.0,56.0
16678,3.0,1,67.0,132,39.0,58.0,52.0,47.0,47.0,58.0,38.0,34.0,37.0,57.0,68.0,69.0,56.0,52.0,81.0,53.0,60.0,55.0,40.0,52.0,44.0,19.0,54.0,49.0,54.0,47.0,14.0,17.0,16.0
16679,2.0,19,71.0,152,45.0,42.0,41.0,63.0,38.0,58.0,45.0,38.0,56.0,55.0,67.0,70.0,67.0,55.0,69.0,51.0,46.0,61.0,56.0,39.0,62.0,42.0,43.0,52.0,44.0,53.0,56.0,58.0,56.0
16680,2.0,12,71.0,150,37.0,41.0,43.0,60.0,44.0,57.0,47.0,39.0,57.0,56.0,69.0,71.0,70.0,51.0,69.0,41.0,56.0,49.0,48.0,38.0,48.0,30.0,51.0,56.0,50.0,52.0,40.0,42.0,40.0
16681,2.0,16,71.0,154,56.0,54.0,36.0,46.0,42.0,59.0,48.0,48.0,38.0,54.0,78.0,80.0,74.0,42.0,81.0,66.0,47.0,59.0,49.0,50.0,45.0,30.0,50.0,52.0,50.0,46.0,48.0,49.0,48.0
16682,2.0,3,71.0,159,46.0,61.0,35.0,45.0,40.0,58.0,42.0,38.0,42.0,62.0,73.0,69.0,71.0,39.0,66.0,64.0,53.0,58.0,69.0,53.0,31.0,23.0,51.0,45.0,50.0,49.0,45.0,27.0,24.0
16683,2.0,19,73.0,150,51.0,35.0,45.0,39.0,32.0,59.0,40.0,34.0,26.0,45.0,65.0,64.0,52.0,60.0,62.0,32.0,55.0,63.0,47.0,29.0,59.0,54.0,47.0,35.0,39.0,35.0,48.0,60.0,60.0
16684,3.0,12,72.0,154,54.0,41.0,39.0,53.0,38.0,62.0,66.0,65.0,48.0,59.0,63.0,66.0,61.0,52.0,63.0,49.0,61.0,39.0,63.0,38.0,35.0,30.0,54.0,60.0,48.0,57.0,31.0,39.0,41.0
16685,1.0,4,72.0,176,12.0,9.0,14.0,22.0,12.0,13.0,10.0,11.0,20.0,14.0,41.0,40.0,45.0,55.0,48.0,18.0,61.0,25.0,57.0,11.0,19.0,13.0,8.0,26.0,14.0,25.0,15.0,11.0,12.0
16686,2.0,1,71.0,146,41.0,61.0,46.0,48.0,42.0,56.0,43.0,40.0,40.0,52.0,73.0,78.0,71.0,51.0,60.0,56.0,58.0,45.0,42.0,55.0,39.0,15.0,54.0,43.0,67.0,48.0,14.0,21.0,15.0
16687,2.0,3,71.0,157,29.0,60.0,59.0,49.0,40.0,57.0,40.0,29.0,25.0,58.0,62.0,66.0,64.0,57.0,62.0,63.0,65.0,60.0,59.0,57.0,58.0,19.0,63.0,52.0,58.0,52.0,31.0,17.0,19.0
16688,2.0,8,75.0,165,40.0,44.0,55.0,60.0,38.0,54.0,44.0,36.0,56.0,57.0,60.0,62.0,53.0,48.0,46.0,57.0,54.0,58.0,65.0,43.0,60.0,52.0,52.0,55.0,51.0,48.0,54.0,53.0,51.0
16689,2.0,11,70.0,134,44.0,52.0,50.0,60.0,43.0,55.0,47.0,49.0,57.0,54.0,60.0,54.0,62.0,53.0,63.0,55.0,50.0,57.0,50.0,59.0,41.0,50.0,47.0,50.0,54.0,52.0,56.0,58.0,55.0
16690,2.0,5,70.0,165,47.0,47.0,49.0,60.0,45.0,55.0,58.0,64.0,54.0,61.0,68.0,75.0,70.0,48.0,67.0,55.0,64.0,59.0,57.0,56.0,60.0,47.0,53.0,52.0,49.0,52.0,49.0,54.0,49.0
16691,2.0,1,72.0,163,39.0,55.0,55.0,52.0,47.0,57.0,45.0,33.0,28.0,59.0,67.0,67.0,70.0,52.0,65.0,55.0,66.0,62.0,59.0,48.0,47.0,20.0,48.0,44.0,50.0,44.0,24.0,22.0,20.0
16692,2.0,8,73.0,165,54.0,24.0,56.0,52.0,24.0,43.0,31.0,33.0,48.0,52.0,63.0,63.0,64.0,51.0,66.0,29.0,67.0,57.0,68.0,28.0,51.0,52.0,46.0,36.0,37.0,39.0,46.0,59.0,52.0
16693,2.0,8,76.0,183,37.0,31.0,60.0,42.0,34.0,26.0,21.0,25.0,29.0,41.0,55.0,67.0,44.0,58.0,48.0,62.0,52.0,59.0,77.0,27.0,72.0,42.0,31.0,29.0,34.0,39.0,48.0,61.0,45.0
16694,2.0,8,72.0,154,20.0,20.0,52.0,38.0,28.0,22.0,21.0,21.0,23.0,36.0,57.0,66.0,46.0,55.0,64.0,38.0,73.0,63.0,59.0,15.0,55.0,54.0,22.0,30.0,33.0,36.0,59.0,56.0,59.0
16695,2.0,5,67.0,146,51.0,43.0,38.0,63.0,49.0,58.0,56.0,42.0,56.0,59.0,66.0,63.0,82.0,55.0,85.0,59.0,52.0,47.0,47.0,52.0,59.0,39.0,49.0,54.0,49.0,59.0,43.0,45.0,43.0
16696,2.0,12,68.0,132,33.0,58.0,49.0,48.0,50.0,60.0,48.0,39.0,35.0,60.0,76.0,75.0,81.0,45.0,83.0,46.0,61.0,55.0,33.0,47.0,28.0,16.0,50.0,52.0,55.0,45.0,49.0,15.0,16.0
16697,2.0,16,65.0,141,52.0,43.0,36.0,62.0,39.0,57.0,48.0,47.0,57.0,52.0,72.0,69.0,67.0,47.0,91.0,53.0,53.0,53.0,30.0,40.0,39.0,29.0,44.0,55.0,50.0,54.0,33.0,37.0,42.0
16698,2.0,8,74.0,174,39.0,16.0,57.0,52.0,28.0,47.0,38.0,26.0,42.0,52.0,50.0,52.0,50.0,40.0,49.0,32.0,68.0,60.0,68.0,24.0,62.0,54.0,29.0,26.0,23.0,53.0,49.0,55.0,53.0
16699,2.0,8,72.0,168,28.0,19.0,55.0,32.0,23.0,25.0,28.0,29.0,26.0,34.0,57.0,54.0,42.0,43.0,60.0,40.0,73.0,66.0,68.0,24.0,46.0,49.0,28.0,27.0,35.0,47.0,52.0,65.0,60.0
16700,2.0,8,72.0,165,25.0,19.0,53.0,35.0,24.0,25.0,27.0,28.0,31.0,35.0,52.0,52.0,44.0,53.0,64.0,30.0,65.0,53.0,67.0,21.0,48.0,52.0,21.0,32.0,36.0,46.0,59.0,58.0,59.0
16701,2.0,19,70.0,152,46.0,32.0,44.0,56.0,34.0,47.0,50.0,31.0,52.0,52.0,63.0,64.0,61.0,55.0,60.0,46.0,56.0,60.0,49.0,41.0,48.0,58.0,41.0,49.0,30.0,50.0,60.0,51.0,51.0
16702,3.0,16,68.0,154,45.0,55.0,32.0,44.0,44.0,69.0,43.0,37.0,51.0,56.0,67.0,82.0,59.0,47.0,76.0,58.0,58.0,44.0,56.0,34.0,38.0,29.0,43.0,45.0,41.0,56.0,35.0,32.0,38.0
16703,2.0,3,69.0,143,55.0,51.0,28.0,55.0,48.0,58.0,56.0,51.0,53.0,56.0,66.0,70.0,67.0,41.0,62.0,56.0,52.0,43.0,33.0,51.0,52.0,26.0,57.0,50.0,47.0,46.0,29.0,29.0,28.0
16704,2.0,1,67.0,141,35.0,54.0,49.0,60.0,51.0,59.0,50.0,28.0,33.0,60.0,68.0,62.0,81.0,48.0,89.0,55.0,58.0,54.0,30.0,51.0,32.0,11.0,53.0,53.0,61.0,47.0,44.0,15.0,16.0
16705,1.0,4,76.0,196,12.0,8.0,4.0,34.0,5.0,10.0,11.0,10.0,38.0,12.0,20.0,21.0,34.0,46.0,47.0,20.0,63.0,27.0,36.0,10.0,29.0,12.0,2.0,41.0,14.0,35.0,16.0,14.0,12.0
16706,2.0,19,70.0,159,50.0,30.0,53.0,45.0,23.0,55.0,35.0,31.0,34.0,50.0,77.0,78.0,69.0,47.0,74.0,41.0,67.0,63.0,58.0,33.0,48.0,52.0,50.0,40.0,32.0,36.0,54.0,55.0,53.0
16707,3.0,16,69.0,150,54.0,48.0,46.0,46.0,48.0,62.0,61.0,41.0,43.0,60.0,67.0,66.0,63.0,52.0,67.0,51.0,54.0,50.0,50.0,39.0,48.0,32.0,48.0,50.0,53.0,44.0,54.0,31.0,25.0
16708,2.0,16,70.0,143,49.0,36.0,60.0,68.0,33.0,55.0,41.0,45.0,65.0,62.0,63.0,63.0,59.0,52.0,74.0,55.0,56.0,66.0,41.0,34.0,59.0,62.0,29.0,54.0,49.0,43.0,54.0,49.0,64.0
16709,1.0,4,76.0,183,10.0,9.0,12.0,22.0,8.0,13.0,11.0,11.0,16.0,12.0,27.0,27.0,34.0,35.0,28.0,26.0,33.0,26.0,57.0,9.0,21.0,8.0,6.0,28.0,16.0,43.0,9.0,10.0,11.0
16710,1.0,4,74.0,190,11.0,8.0,23.0,23.0,14.0,13.0,21.0,24.0,22.0,24.0,35.0,35.0,28.0,44.0,29.0,23.0,16.0,37.0,34.0,17.0,22.0,12.0,11.0,24.0,22.0,22.0,30.0,10.0,7.0
16711,2.0,19,70.0,154,51.0,26.0,44.0,30.0,27.0,53.0,28.0,32.0,28.0,38.0,78.0,73.0,61.0,51.0,75.0,24.0,60.0,59.0,48.0,22.0,51.0,53.0,45.0,35.0,40.0,44.0,59.0,59.0,60.0
16712,2.0,19,68.0,159,59.0,30.0,52.0,39.0,30.0,55.0,38.0,40.0,30.0,59.0,68.0,69.0,59.0,54.0,68.0,33.0,54.0,38.0,61.0,36.0,58.0,54.0,51.0,38.0,41.0,40.0,48.0,60.0,62.0
16713,2.0,8,72.0,168,41.0,29.0,53.0,55.0,31.0,52.0,35.0,34.0,53.0,54.0,54.0,56.0,56.0,56.0,55.0,47.0,54.0,52.0,60.0,33.0,55.0,55.0,39.0,46.0,40.0,42.0,54.0,56.0,54.0
